KJV,Ruth,1,1,"Now it came to pass in the days when the judges ruled, that there was a famine in the land. And a certain man of Bethlehemjudah went to sojourn in the country of Moab, he, and his wife, and his two sons."
KJV,Ruth,1,2,"And the name of the man [was] Elimelech, and the name of his wife Naomi, and the name of his two sons Mahlon and Chilion, Ephrathites of Bethlehemjudah. And they came into the country of Moab, and continued there."
KJV,Ruth,1,3,"And Elimelech Naomi's husband died; and she was left, and her two sons."
KJV,Ruth,1,4,"And they took them wives of the women of Moab; the name of the one [was] Orpah, and the name of the other Ruth: and they dwelled there about ten years."
KJV,Ruth,1,5,And Mahlon and Chilion died also both of them; and the woman was left of her two sons and her husband.
KJV,Ruth,1,6,"Then she arose with her daughters in law, that she might return from the country of Moab: for she had heard in the country of Moab how that the LORD had visited his people in giving them bread."
KJV,Ruth,1,7,"Wherefore she went forth out of the place where she was, and her two daughters in law with her; and they went on the way to return unto the land of Judah."
KJV,Ruth,1,8,"And Naomi said unto her two daughters in law, Go, return each to her mother's house: the LORD deal kindly with you, as ye have dealt with the dead, and with me."
KJV,Ruth,1,9,"The LORD grant you that ye may find rest, each [of you] in the house of her husband. Then she kissed them; and they lifted up their voice, and wept."
KJV,Ruth,1,10,"And they said unto her, Surely we will return with thee unto thy people."
KJV,Ruth,1,11,"And Naomi said, Turn again, my daughters: why will ye go with me? [are] there yet [any more] sons in my womb, that they may be your husbands?"
KJV,Ruth,1,12,"Turn again, my daughters, go [your way]; for I am too old to have an husband. If I should say, I have hope, [if] I should have an husband also to night, and should also bear sons;"
KJV,Ruth,1,13,"Would ye tarry for them till they were grown? would ye stay for them from having husbands? nay, my daughters; for it grieveth me much for your sakes that the hand of the LORD is gone out against me."
KJV,Ruth,1,14,"And they lifted up their voice, and wept again: and Orpah kissed her mother in law; but Ruth clave unto her."
KJV,Ruth,1,15,"And she said, Behold, thy sister in law is gone back unto her people, and unto her gods: return thou after thy sister in law."
KJV,Ruth,1,16,"And Ruth said, Intreat me not to leave thee, [or] to return from following after thee: for whither thou goest, I will go; and where thou lodgest, I will lodge: thy people [shall be] my people, and thy God my God:"
KJV,Ruth,1,17,"Where thou diest, will I die, and there will I be buried: the LORD do so to me, and more also, [if ought] but death part thee and me."
KJV,Ruth,1,18,"When she saw that she was stedfastly minded to go with her, then she left speaking unto her."
KJV,Ruth,1,19,"So they two went until they came to Bethlehem. And it came to pass, when they were come to Bethlehem, that all the city was moved about them, and they said, [Is] this Naomi?"
KJV,Ruth,1,20,"And she said unto them, Call me not Naomi, call me Mara: for the Almighty hath dealt very bitterly with me."
KJV,Ruth,1,21,"I went out full, and the LORD hath brought me home again empty: why [then] call ye me Naomi, seeing the LORD hath testified against me, and the Almighty hath afflicted me?"
KJV,Ruth,1,22,"So Naomi returned, and Ruth the Moabitess, her daughter in law, with her, which returned out of the country of Moab: and they came to Bethlehem in the beginning of barley harvest."
KJV,Ruth,2,1,"And Naomi had a kinsman of her husband's, a mighty man of wealth, of the family of Elimelech; and his name [was] Boaz."
KJV,Ruth,2,2,"And Ruth the Moabitess said unto Naomi, Let me now go to the field, and glean ears of corn after [him] in whose sight I shall find grace. And she said unto her, Go, my daughter."
KJV,Ruth,2,3,"And she went, and came, and gleaned in the field after the reapers: and her hap was to light on a part of the field [belonging] unto Boaz, who [was] of the kindred of Elimelech."
KJV,Ruth,2,4,"And, behold, Boaz came from Bethlehem, and said unto the reapers, The LORD [be] with you. And they answered him, The LORD bless thee."
KJV,Ruth,2,5,"Then said Boaz unto his servant that was set over the reapers, Whose damsel [is] this?"
KJV,Ruth,2,6,"And the servant that was set over the reapers answered and said, It [is] the Moabitish damsel that came back with Naomi out of the country of Moab:"
KJV,Ruth,2,7,"And she said, I pray you, let me glean and gather after the reapers among the sheaves: so she came, and hath continued even from the morning until now, that she tarried a little in the house."
KJV,Ruth,2,8,"Then said Boaz unto Ruth, Hearest thou not, my daughter? Go not to glean in another field, neither go from hence, but abide here fast by my maidens:"
KJV,Ruth,2,9,"[Let] thine eyes [be] on the field that they do reap, and go thou after them: have I not charged the young men that they shall not touch thee? and when thou art athirst, go unto the vessels, and drink of [that] which the young men have drawn."
KJV,Ruth,2,10,"Then she fell on her face, and bowed herself to the ground, and said unto him, Why have I found grace in thine eyes, that thou shouldest take knowledge of me, seeing I [am] a stranger?"
KJV,Ruth,2,11,"And Boaz answered and said unto her, It hath fully been shewed me, all that thou hast done unto thy mother in law since the death of thine husband: and [how] thou hast left thy father and thy mother, and the land of thy nativity, and art come unto a people which thou knewest not heretofore."
KJV,Ruth,2,12,"The LORD recompense thy work, and a full reward be given thee of the LORD God of Israel, under whose wings thou art come to trust."
KJV,Ruth,2,13,"Then she said, Let me find favour in thy sight, my lord; for that thou hast comforted me, and for that thou hast spoken friendly unto thine handmaid, though I be not like unto one of thine handmaidens."
